12.1111	12.0691	10.3330	19.1035
12.1718	12.1296	10.3849	6.3852
12.1104	12.0684	3.4605	19.1025
12.1103	12.0683	3.4605	6.3529
12.0972	4.0135	10.3212	19.0817
12.0971	4.0135	10.3211	6.3460
12.0963	4.0132	3.4565	19.0802
12.1572	4.0334	3.4739	6.3775
4.0484	12.0528	10.3195	19.0606
4.0471	12.0489	10.3162	6.3541
4.0446	12.0417	3.4411	19.0431
4.0411	12.0311	3.4380	6.3447
4.0390	4.0086	10.2957	19.0167
4.0355	4.0051	10.2866	6.3359
4.0391	4.0087	3.4364	19.0171
4.0558	4.0252	3.4505	6.3677
16.1137	8.0475	6.8976	12.7080
0.0000	8.0119	6.8678	12.6681
8.0736	16.0717	6.8883	12.7060
8.0651	0.2454	6.8811	12.6926
8.0740	8.0461	13.7661	12.7067
8.0447	8.0169	0.2893	12.6605
8.0673	8.0394	6.8830	25.4235
8.0873	8.0594	6.9001	2.5727
8.0651	8.0372	6.8811	12.6926
8.0651	8.0372	6.8811	12.6926
8.0651	8.0372	6.8811	12.6926
8.0651	8.0372	6.8811	12.6926
8.0651	8.0372	6.8811	12.6926
