12.111100 	12.069100 	10.333000 	 19.103500 
12.171800 	12.129600 	10.384900 	 6.385200 
12.110400 	12.068400 	3.460500 	 19.102500 
12.110300 	12.068300 	3.460500 	 6.352900 
12.097200 	4.013500 	10.321200 	 19.081700 
12.097100 	4.013500 	10.321100 	 6.346000 
12.096300 	4.013200 	3.456500 	 19.080200 
12.157200 	4.033400 	3.473900 	 6.377500 
4.048400 	12.052800 	10.319500 	 19.060600 
4.047100 	12.048900 	10.316200 	 6.354100 
4.044600 	12.041700 	3.441100 	 19.043100 
4.041100 	12.031100 	3.438000 	 6.344700 
4.039000 	4.008600 	10.295700 	 19.016700 
4.035500 	4.005100 	10.286600 	 6.335900 
4.039100 	4.008700 	3.436400 	 19.017100 
4.055800 	4.025200 	3.450500 	 6.367700 
16.113700 	8.047500 	6.897600 	 12.708000 
0.000000 	8.011900 	6.867800 	 12.668100 
8.073600 	16.071700 	6.888300 	 12.706000 
8.065100 	0.245400 	6.881100 	 12.692600 
8.074000 	8.046100 	13.766100 	 12.706700 
8.044700 	8.016900 	0.289300 	 12.660500 
8.067300 	8.039400 	6.883000 	 25.423500 
8.087300 	8.059400 	6.900100 	 2.572700 
8.065100 	8.037200 	6.881100 	 12.692600 
8.065100 	8.037200 	6.881100 	 12.692600 
8.065100 	8.037200 	6.881100 	 12.692600 
8.065100 	8.037200 	6.881100 	 12.692600 
8.065100 	8.037200 	6.881100 	 12.692600 
