250.000000 	251.000000 	252.000000 	253.000000 	254.000000 	255.000000 	256.000000 	257.000000 	258.000000 	259.000000 	260.000000 	261.000000 	262.000000 	263.000000 	264.000000 	265.000000 	266.000000 	267.000000 	268.000000 	269.000000 	270.000000 	271.000000 	272.000000 	273.000000 	274.000000 	275.000000 	276.000000 	277.000000 	278.000000 	279.000000 	280.000000 	281.000000 	282.000000 	283.000000 	284.000000 	285.000000 	286.000000 	287.000000 	288.000000 	289.000000 	290.000000 	291.000000 	292.000000 	293.000000 	294.000000 	295.000000 	296.000000 	297.000000 	298.000000 	299.000000 	300.000000 	301.000000 	302.000000 	303.000000 	304.000000 	305.000000 	306.000000 	307.000000 	308.000000 	309.000000 	310.000000 	311.000000 	312.000000 	313.000000 	314.000000 	315.000000 	316.000000 	317.000000 	318.000000 	319.000000 	 320.000000 
0.002062 	0.002678 	0.003303 	0.003932 	0.004562 	0.005193 	0.005838 	0.006474 	0.007078 	0.007634 	0.008131 	0.008565 	0.008934 	0.009232 	0.009451 	0.009579 	0.009607 	0.009530 	0.009345 	0.009057 	0.008670 	0.008186 	0.007604 	0.006923 	0.006144 	0.005270 	0.004298 	0.003229 	0.002065 	0.000816 	-0.000511 	-0.001910 	-0.003372 	-0.004885 	-0.006438 	-0.008016 	-0.009601 	-0.011168 	-0.012693 	-0.014150 	-0.015518 	-0.016771 	-0.017887 	-0.018853 	-0.019663 	-0.020317 	-0.020814 	-0.021156 	-0.021348 	-0.021398 	-0.021314 	-0.021096 	-0.020744 	-0.020258 	-0.019645 	-0.018909 	-0.018062 	-0.017118 	-0.016100 	-0.015032 	-0.013934 	-0.012815 	-0.011683 	-0.010554 	-0.009455 	-0.008448 	-0.007479 	-0.006521 	-0.005573 	-0.004642 	 -0.003730 
0.001650 	0.002149 	0.002653 	0.003161 	0.003669 	0.004178 	0.004699 	0.005214 	0.005705 	0.006157 	0.006565 	0.006926 	0.007235 	0.007484 	0.007665 	0.007769 	0.007787 	0.007714 	0.007550 	0.007302 	0.006974 	0.006571 	0.006093 	0.005541 	0.004916 	0.004215 	0.003434 	0.002570 	0.001626 	0.000605 	-0.000487 	-0.001646 	-0.002858 	-0.004111 	-0.005388 	-0.006679 	-0.007964 	-0.009224 	-0.010438 	-0.011590 	-0.012670 	-0.013661 	-0.014549 	-0.015321 	-0.015971 	-0.016495 	-0.016891 	-0.017155 	-0.017284 	-0.017282 	-0.017156 	-0.016910 	-0.016549 	-0.016076 	-0.015500 	-0.014835 	-0.014097 	-0.013300 	-0.012461 	-0.011601 	-0.010732 	-0.009860 	-0.008987 	-0.008120 	-0.007276 	-0.006501 	-0.005755 	-0.005017 	-0.004286 	-0.003568 	 -0.002865 
0.002318 	0.002953 	0.003595 	0.004240 	0.004883 	0.005526 	0.006180 	0.006811 	0.007403 	0.007942 	0.008422 	0.008840 	0.009195 	0.009482 	0.009693 	0.009816 	0.009842 	0.009764 	0.009582 	0.009302 	0.008929 	0.008464 	0.007910 	0.007267 	0.006534 	0.005712 	0.004800 	0.003797 	0.002706 	0.001533 	0.000282 	-0.001036 	-0.002414 	-0.003838 	-0.005296 	-0.006775 	-0.008252 	-0.009702 	-0.011102 	-0.012430 	-0.013666 	-0.014788 	-0.015779 	-0.016629 	-0.017340 	-0.017911 	-0.018343 	-0.018640 	-0.018807 	-0.018849 	-0.018768 	-0.018562 	-0.018228 	-0.017768 	-0.017185 	-0.016487 	-0.015686 	-0.014798 	-0.013846 	-0.012855 	-0.011843 	-0.010819 	-0.009792 	-0.008776 	-0.007795 	-0.006911 	-0.006065 	-0.005230 	-0.004406 	-0.003598 	 -0.002809 
0.002109 	0.002619 	0.003133 	0.003647 	0.004158 	0.004667 	0.005180 	0.005664 	0.006112 	0.006514 	0.006867 	0.007173 	0.007432 	0.007643 	0.007796 	0.007885 	0.007900 	0.007838 	0.007698 	0.007481 	0.007193 	0.006833 	0.006403 	0.005900 	0.005325 	0.004675 	0.003951 	0.003151 	0.002277 	0.001334 	0.000326 	-0.000739 	-0.001853 	-0.003003 	-0.004176 	-0.005358 	-0.006531 	-0.007674 	-0.008771 	-0.009806 	-0.010767 	-0.011641 	-0.012417 	-0.013086 	-0.013642 	-0.014082 	-0.014404 	-0.014608 	-0.014693 	-0.014663 	-0.014525 	-0.014284 	-0.013945 	-0.013512 	-0.012993 	-0.012397 	-0.011737 	-0.011026 	-0.010279 	-0.009512 	-0.008739 	-0.007969 	-0.007207 	-0.006460 	-0.005744 	-0.005105 	-0.004495 	-0.003893 	-0.003300 	-0.002719 	 -0.002153 
0.002043 	0.002655 	0.003274 	0.003897 	0.004520 	0.005144 	0.005781 	0.006405 	0.006994 	0.007531 	0.008007 	0.008419 	0.008764 	0.009036 	0.009227 	0.009328 	0.009329 	0.009227 	0.009020 	0.008713 	0.008309 	0.007812 	0.007222 	0.006537 	0.005760 	0.004890 	0.003928 	0.002873 	0.001727 	0.000498 	-0.000809 	-0.002188 	-0.003631 	-0.005124 	-0.006653 	-0.008201 	-0.009747 	-0.011263 	-0.012722 	-0.014100 	-0.015376 	-0.016529 	-0.017543 	-0.018410 	-0.019130 	-0.019704 	-0.020137 	-0.020432 	-0.020593 	-0.020625 	-0.020527 	-0.020299 	-0.019937 	-0.019442 	-0.018816 	-0.018069 	-0.017213 	-0.016268 	-0.015257 	-0.014206 	-0.013134 	-0.012050 	-0.010960 	-0.009879 	-0.008831 	-0.007876 	-0.006957 	-0.006049 	-0.005151 	-0.004269 	 -0.003407 
0.001650 	0.002126 	0.002607 	0.003091 	0.003575 	0.004059 	0.004553 	0.005037 	0.005496 	0.005916 	0.006290 	0.006615 	0.006886 	0.007100 	0.007248 	0.007320 	0.007311 	0.007219 	0.007045 	0.006794 	0.006470 	0.006077 	0.005615 	0.005083 	0.004479 	0.003800 	0.003042 	0.002204 	0.001285 	0.000291 	-0.000774 	-0.001900 	-0.003075 	-0.004288 	-0.005523 	-0.006768 	-0.008003 	-0.009208 	-0.010364 	-0.011455 	-0.012468 	-0.013386 	-0.014196 	-0.014889 	-0.015462 	-0.015913 	-0.016238 	-0.016436 	-0.016510 	-0.016464 	-0.016303 	-0.016030 	-0.015649 	-0.015168 	-0.014598 	-0.013947 	-0.013228 	-0.012458 	-0.011655 	-0.010836 	-0.010012 	-0.009185 	-0.008360 	-0.007546 	-0.006757 	-0.006038 	-0.005348 	-0.004665 	-0.003990 	-0.003327 	 -0.002679 
0.002427 	0.003046 	0.003670 	0.004294 	0.004914 	0.005531 	0.006154 	0.006737 	0.007274 	0.007751 	0.008165 	0.008521 	0.008821 	0.009064 	0.009239 	0.009335 	0.009339 	0.009245 	0.009052 	0.008762 	0.008378 	0.007904 	0.007345 	0.006703 	0.005979 	0.005173 	0.004282 	0.003307 	0.002250 	0.001115 	-0.000093 	-0.001367 	-0.002698 	-0.004072 	-0.005476 	-0.006896 	-0.008310 	-0.009695 	-0.011025 	-0.012281 	-0.013443 	-0.014490 	-0.015406 	-0.016183 	-0.016821 	-0.017322 	-0.017688 	-0.017921 	-0.018029 	-0.018017 	-0.017888 	-0.017641 	-0.017279 	-0.016802 	-0.016214 	-0.015522 	-0.014738 	-0.013879 	-0.012964 	-0.012014 	-0.011047 	-0.010074 	-0.009104 	-0.008151 	-0.007235 	-0.006416 	-0.005634 	-0.004863 	-0.004103 	-0.003358 	 -0.002633 
0.002028 	0.002505 	0.002986 	0.003467 	0.003946 	0.004423 	0.004905 	0.005359 	0.005779 	0.006157 	0.006488 	0.006773 	0.007012 	0.007202 	0.007337 	0.007406 	0.007400 	0.007315 	0.007152 	0.006915 	0.006611 	0.006242 	0.005812 	0.005323 	0.004774 	0.004162 	0.003485 	0.002736 	0.001916 	0.001025 	0.000067 	-0.000950 	-0.002014 	-0.003112 	-0.004229 	-0.005349 	-0.006456 	-0.007529 	-0.008552 	-0.009512 	-0.010399 	-0.011202 	-0.011908 	-0.012509 	-0.013002 	-0.013388 	-0.013662 	-0.013823 	-0.013868 	-0.013804 	-0.013637 	-0.013369 	-0.013006 	-0.012553 	-0.012023 	-0.011430 	-0.010785 	-0.010102 	-0.009395 	-0.008679 	-0.007966 	-0.007256 	-0.006554 	-0.005869 	-0.005212 	-0.004626 	-0.004066 	-0.003514 	-0.002971 	-0.002438 	 -0.001919 
0.001364 	0.001754 	0.002147 	0.002542 	0.002937 	0.003332 	0.003734 	0.004124 	0.004489 	0.004820 	0.005109 	0.005354 	0.005551 	0.005694 	0.005776 	0.005792 	0.005735 	0.005607 	0.005410 	0.005149 	0.004829 	0.004453 	0.004021 	0.003530 	0.002978 	0.002363 	0.001683 	0.000939 	0.000133 	-0.000727 	-0.001634 	-0.002581 	-0.003560 	-0.004562 	-0.005579 	-0.006601 	-0.007618 	-0.008618 	-0.009586 	-0.010507 	-0.011369 	-0.012157 	-0.012858 	-0.013461 	-0.013962 	-0.014361 	-0.014660 	-0.014861 	-0.014969 	-0.014988 	-0.014923 	-0.014775 	-0.014541 	-0.014217 	-0.013804 	-0.013305 	-0.012726 	-0.012076 	-0.011370 	-0.010626 	-0.009858 	-0.009071 	-0.008271 	-0.007471 	-0.006691 	-0.005975 	-0.005286 	-0.004605 	-0.003931 	-0.003268 	 -0.002621 
